/dic,,,,,
/@from,/@to,/l/#id,/l/w/c,/l/w/d,/l/w/t
es,en,2,barbacoa,"meats (traditionally from the inside of a cow's cheek or jaw) or a whole sheep slow cooked over an open fire, or more traditionally, in a hole dug in the ground covered with maguey leaves, although the interpretation is loose",{f}
es,en,2,barbadense,Barbadian,{adj}
es,en,2,barbadense,Barbadian,{mf}
es,en,2,Barbados,,"{prop} [l/en, Barbados]"
es,en,2,barba partida,cleft chin,{f}
es,en,2,barbar,to beard (to grow hair on the chin and jaw),{v}
es,en,2,barbaridad,"a lot, a large amount",{f}
es,en,2,barbaridad,barbarity,{f}
es,en,2,barbaridad,"incredible!, unbelievable!",{interj}
es,en,2,barbarie,barbarity,{f}
es,en,2,barbarismo,barbarism,{m}
es,en,2,barbarizar,to barbarize,{v}
es,en,2,barbas de ballena,"baleen, whalebone",{fp}
es,en,2,barbecho,fallow,{m}
es,en,2,barbería,barbershop,{f}
es,en,2,barbero,barber,{m}
es,en,2,barbilla,chin,{f}
es,en,2,barbilla,pull-up,{f} [sports]
es,en,2,barbilla partida,cleft chin,{f}
es,en,2,barbudo,bearded,{adj}
es,en,2,barca,"bark (boat), a small boat",{f}
es,en,2,barcaza,barge,{f}
es,en,2,Barcelona,,"{prop} [l/en, Barcelona]"
es,en,2,Barcelona,The letter B in the Spanish phonetic alphabet,{prop}
es,en,2,barcelonés,Barcelonan,{adj}
es,en,2,barcelonés,Barcelonan,{m}
es,en,2,barcito,small bar,{m}
es,en,2,barco,boat,{m}
es,en,2,barco de vapor,steamboat,{m}
es,en,2,barda,(Mexico) fence,{f}
es,en,2,bardana,burdock (any of the species of biennial thistles in the genus Arctium),{f}
es,en,2,bar de ambiente,gay bar,{m}
es,en,2,bar de copas,"bar, wine bar",{m}
es,en,2,baricentro,barycenter,{m} [physics]
es,en,2,barión,baryon,{m}
es,en,2,bariónico,baryonic,{adj}
es,en,2,bario,barium,{m}
es,en,2,barman,", bartender","{m} [l/en, barman]"
es,en,2,barómetro,barometer,{m}
es,en,2,barón,baron,{m}
es,en,2,Barna,A nickname of Barcelona,{prop}
es,en,2,barnacla canadiense,The Canada goose,{f}
es,en,2,barnacla cariblanca,"The barnacle goose, a freshwater bird",{f}
es,en,2,barnacla carinegra,"The brent goose (UK), or brant goose (US). A water bird",{f}
es,en,2,barniz,"varnish, gloss",{m}
es,en,2,barnizar,to varnish,{v}
es,en,2,baro-,baro-,{prefix}
es,en,2,baronesa,baroness,{f}
es,en,2,barquero,"boatman, ferryman (man who operates a boat)",{m}
es,en,2,barquillo,ice cream cone,{m}
es,en,2,barra,bar,{f}
es,en,2,barra,(iron) rod,{f}
es,en,2,barra,"slash (""/"" symbol)",{f}
es,en,2,barra,barbell,{f} [weightlifting]
es,en,2,barraca,barrack,{f}
es,en,2,barraca,storage shed,{f}
es,en,2,barraca,"tent, hut",{f}
es,en,2,barracón,bunkhouse,{m}
es,en,2,barra con pesas,barbell,{n}
es,en,2,barracudina,,"{f} [l/en, barracudina]"
es,en,2,barra de equilibrio,balance beam,{f}
es,en,2,barra fija,horizontal bar,{f} [gymnastics]
es,en,2,barragán,brave,{adj} [obsolete]
es,en,2,barragán,A coat made of this fabric,{m}
es,en,2,barragán,Barracan; a waterproof woolen fabric,{m}
es,en,2,barragán,companion,{m} [obsolete]
es,en,2,barragán,The lover of a married person; a concubine,{m}
es,en,2,barranca,"barranca, canyon, ravine",{f}
es,en,2,barranco,ravine,{m}
es,en,2,barrancoso,"broken, uneven, full of cliffs or ravines",{adj} [of terrain]
es,en,2,barras asimétricas,uneven bars,{fp} [gymnastics]
es,en,2,barrena,"drill, a tool for creating holes in a workpiece",{f}
es,en,2,barrena,tailspin,{f}
es,en,2,barreno,"drill, a tool for creating holes in a workpiece",{m}
es,en,2,barrer,to sweep,{v}
es,en,2,barrera,barrier,{f}
es,en,2,Barrera,Spanish surname,{prop}
es,en,2,barrera de hielo,ice dam,{f}
es,en,2,barrera de hielo,ice shelf,{f}
es,en,2,barricada,"barricade (barrier constructed across a road, especially as a military defence)",{f}
es,en,2,barrido,swept,{adj}
es,en,2,barrido,sweep (act of sweeping),{m}
es,en,2,barriga,"belly, paunch",{f}
es,en,2,barriguita,"diminutive form of barriga, tummy",{f}
es,en,2,barriguita,pot belly,{f}
es,en,2,barril,barrel,{m}
es,en,2,barril de oro,"the barrel cactus, (Echinocactus grusonii)",{n}
es,en,2,barrio,"any neighbourhood of the original or ancient part of a city (usually excluding new growths after 30's, 40's or 50's, depending on the state or city)",{m} [Mexico]
es,en,2,barrio,neighbourhood,{m}
es,en,2,barrio,slum,"{m} [Venezuela, Dominican Republic]"
es,en,2,barrio bajo,slum (dilapidated neighborhood),{m}
es,en,2,barritar,to trumpet (to make an elephant call),{v}
es,en,2,barrito,(elephant noise) trumpet,{m}
es,en,2,barro,clay,{m}
es,en,2,barro,mud,{m}
es,en,2,barro,"pustule (caused by acne), closed comedo",{m}
es,en,2,barroco,Baroque,{adj}
es,en,2,barros jarpa,a sandwich made with ham and melted cheese,{m} [Chile]
es,en,2,barros luco,a sandwich made with grilled steak and melted cheese,"{m} [Argentina, Chile, Bolivia, Peru]"
es,en,2,barroso,muddy,{adj}
es,en,2,barrote,"bar, crossbeam",{m}
es,en,2,barrote,bolt,{m}
es,en,2,Bartolomé,"Bartholomew, the apostle",{prop}
es,en,2,Bartolomé,male given name,{prop}
es,en,2,barullo,uproar,{m}
es,en,2,basalto,basalt (hard rock),{m}
es,en,2,basamento,the base of a column or another structure,{m}
es,en,2,basar,to base,{v}
es,en,2,base,base,{f}
es,en,2,base,basis,{f}
es,en,2,base,point guard,{f} [basketball]
es,en,2,base,foundation,{f}
es,en,2,base,grounding,{f}
es,en,2,base,basis,{f} [linear algebra]
es,en,2,base de datos,database,{m}
es,en,2,basidio,basidium,{m} [mycology]
es,en,2,basidiomiceto,basidiomycete,{m} [mycology]
es,en,2,Basilio,"male given name, cognate to English Basil",{prop}
es,en,2,basilisco,basilisk,{m} [mythology]
es,en,2,basílica,basilica (all senses),{f}
es,en,2,basílica,palace,{f} [poetic]
es,en,2,basta,enough,{interj}
es,en,2,bastante,more than enough; sufficient,{adj}
es,en,2,bastante,Enough; sufficiently,{adv}
es,en,2,bastante,Fairly well; to a considerable degree,{adv}
es,en,2,bastar,to be enough; to suffice,{vi}
es,en,2,bastardo,bastard,{adj}
es,en,2,bastardo,bastard,{m}
es,en,2,bastedad,"crudeness, coarseness, roughness",{f}
es,en,2,bastedad,"rudeness, vulgarity",{f}
es,en,2,bastión,"bastion, bulwark",{m}
es,en,2,bastón,"walking stick, staff",{m}
es,en,2,basto,rough,{adj}
es,en,2,basura,something trashy or undesirable,{f}
es,en,2,basura,"trash, waste, garbage, rubbish, nonsense",{f}
es,en,2,basural,"landfill, dump (place where waste or garbage is left)",{m}
es,en,2,basurero,dust bin,{m}
es,en,2,basurero,dustman,{m}
es,en,2,basurero,"landfill, dump (place where waste or garbage is left)",{m}
es,en,2,batalla,battle,{f}
es,en,2,batallar,to battle,{v}
es,en,2,batallita,"yarn, story",{f}
es,en,2,batallón,battalion,{m}
es,en,2,batamanta,"Snuggie, sleeved blanket",{f}
es,en,2,batará lineado,fasciated antshrike,{m}
es,en,2,batará luctuoso,glossy antshrike,{m}
es,en,2,batata,sweet potato,{f}
es,en,2,batatal,piece of land cultivating sweet potato,{m}
es,en,2,bate,"reefer, joint (a marijuana cigarette)","{m} [Honduras, slang]"
es,en,2,bate,bat,{m} [sports]
es,en,2,batea,shallow pan (wide receptacle used in gold washing),{f}
es,en,2,batea,"tray (for foods such as shellfish, fruit)",{f}
es,en,2,bateador,batter,{m}
es,en,2,bateadora,feminine form of bateador,{f}
es,en,2,batear,to bat,{v}
es,en,2,batería,drummer,{f}
es,en,2,batería,drums,{f}
es,en,2,batería,large battery,{f}
es,en,2,baterista,drummer,{mf}
es,en,2,batey,The Caribbean name for a residential area on a plantation for its workers,{m}
es,en,2,batido,"chatoyant, variegated, shot (silk)",{adj}
es,en,2,batido,"trodden, beaten (path)",{adj}
es,en,2,batido,"beating (of metal, batter, wool, etc.)",{m}
es,en,2,batido,batter,{m} [cooking]
es,en,2,batido,"smoothie (fruit drink), milkshake",{m}
es,en,2,batido,whipped cocktail,{m}
es,en,2,batidor,whisk,{m}
es,en,2,batidora,"mixer, blender (electrical)",{f}
es,en,2,batidora,whisk (hand-powered),{f}
es,en,2,batir,"to beat, whisk",{vt} [cooking]
es,en,2,batir,"to beat, overcome (an opponent, record, etc.)",{vt}
es,en,2,batir,"to beat, to pound repeatedly",{vt}
es,en,2,batir,"to coin (a word, etc.)",{vt}
es,en,2,Batista,Spanish surname,{prop}
es,en,2,batán,fulling mill,{m} [textile]
es,en,2,bato,"dork, dimwit",{m} [dated]
es,en,2,bato,"young man, youth","{m} [Latin America, informal]"
es,en,2,bato,"chump, punk","{m} [Mexico, colloquial]"
es,en,2,bato,"dude, guy, buddy","{m} [Mexico, colloquial]"
es,en,2,bato,father,"{m} [Spain, slang]"
es,en,2,batuta,baton (stick used by conductors),{f}
es,en,2,batuta,"rule, sway",{f}
es,en,2,bauprés,bowsprit,{m} [nautical]
es,en,2,bautismal,baptismal,{adj}
es,en,2,bautismo,"baptism (rite, ceremony)",{m}
es,en,2,bautista,baptist (person who baptizes),{m}
es,en,2,bautizar,to baptize,{v}
es,en,2,bautizo,"baptism, christening",{m}
es,en,2,Baviera,Bavaria (confederate state (Land) of southwest Germany),{prop}
es,en,2,baxo,obsolete spelling of bajo,{adj}
es,en,2,baya,berry (a small fruit),{f}
es,en,2,baya de enebro,juniper berry,{f}
es,en,2,baya de junípero,juniper berry,{f}
es,en,2,bayoneta,bayonet,{f}
es,en,2,bazar,bazaar (marketplace),{m}
es,en,2,bazo,spleen,{m} [anatomy]
es,en,2,búbalo,water buffalo,{m}
es,en,2,bíblico,biblical,{adj}
es,en,2,BCE,ECB,{prop}
es,en,2,bíceps,bicipital,{adj} [muscle]
es,en,2,bíceps,two-headed; having two peaks or extensions,{adj}
es,en,2,bíceps,"biceps, especially the biceps brachii",{m}
es,en,2,bíceps braquial,biceps brachii,{m}
es,en,2,bíceps crural,biceps femoris,{m}
es,en,2,BCN,"Baja California, a state of Mexico",{abbr}
es,en,2,BCN,Barcelona,{abbr}
es,en,2,báculo,"staff (long, straight stick, especially one used to assist in walking)",{m}
es,en,2,bádminton,badminton,{m}
es,en,2,be,Name of the letter b,{f}
es,en,2,be,baa (bleating of a sheep),{m}
es,en,2,beatificar,to beatify,{v}
es,en,2,beatitud,"blessedness, beatitude",{f}
es,en,2,beatitud,bliss,{f}
es,en,2,beato,"having too much beatitude, goody goody, pious, sanctimonious",{adj}
es,en,2,Beatriz,"female given name, equivalent to Beatrice",{prop}
es,en,2,bebé,baby,{m}
es,en,2,beber,to drink,{v}
es,en,2,bebida,soda (soft drink),{f} [Chile]
es,en,2,bebida,drink,{f}
es,en,2,bebito,"diminutive form of bebé, little baby",{m}
es,en,2,beca,"grant, stipend",{f}
es,en,2,becado,one who has been granted a scholarship,{m}
es,en,2,becar,To grant a stipend or scholarship for studying,{v}
es,en,2,becaria,feminine form of becario,{f}
es,en,2,becario,"grant-holder, scholarship-holder",{m}
es,en,2,becerro,calf; young cow,{m}
es,en,2,bedel,"janitor, porter",{mf}
es,en,2,beduino,bedouin,{adj}
es,en,2,beduino,bedouin,{m}
es,en,2,Begoña,female given name,{prop}
es,en,2,begonia,begonia,{f}
es,en,2,beige,beige,{adj}
es,en,2,bejuco,liana (any climbing tropical vine),{m}
es,en,2,beldad,belle,{f} [countable]
es,en,2,beldad,feminine beauty,{f} [uncountable]
es,en,2,belenismo,The art of making nativity scenes,{m}
es,en,2,belenista,nativity scene artist,{mf}
es,en,2,beleño,henbane (plant),{m}
es,en,2,belga,Belgian (from or native to Belgium),{adj}
es,en,2,belga,Belgian (pertaining to Belgium),{adj}
es,en,2,belga,a Belgian,{mf}
es,en,2,Belice,Belize (country),{prop}
es,en,2,beliceño,Belizean (pertaining to Belize),{adj}
es,en,2,beliceño,Belizean (person),{m}
es,en,2,belicoso,bellicose,{adj}
es,en,2,beligerancia,belligerence,{f}
es,en,2,beligerante,belligerent,{adj}
es,en,2,bellas artes,fine arts,{fp}
es,en,2,belleza,beauty,{f}
es,en,2,bello,beautiful,{adj}
es,en,2,bellota,acorn (fruit of the oak),{f}
es,en,2,bellísimo,"superlative form of bello, very beautiful",{adj}
es,en,2,belén,"crib, nativity (nativity scene)",{m}
es,en,2,Belén,"Bethlehem, the town in Palestine",{prop}
es,en,2,Belén,female given name derived from the place name,{prop}
es,en,2,benceno,benzene,{m} [organic compound]
es,en,2,bencenodiol,benzenediol,{m} [organic compound]
es,en,2,bencina,gasoline,{f}
es,en,2,bendecir,to bless,{v}
es,en,2,bendición,blessing,{f}
es,en,2,bendito,blessed,{adj}
es,en,2,bendito sea Dios,"good Lord, good heavens",{phrase}
es,en,2,beneficencia,"beneficence, charity",{f}
es,en,2,beneficiar,to benefit,{v}
es,en,2,beneficio,benefit,{m}
es,en,2,beneficio,profit,{m}
es,en,2,beneficioso,beneficial,{adj}
es,en,2,beneplácito,approval,{m}
es,en,2,benevolencia,benevolence,{f}
es,en,2,benevolente,benevolent,{adj}
es,en,2,benéfico,beneficent,{adj}
es,en,2,benéfico,beneficial,{adj}
es,en,2,benéfico,charitable,{adj}
es,en,2,bengalí,Bengali,{adj}
es,en,2,bengalí,Bengali (person),{mf}
es,en,2,bengalí,Bengali (language),{prop}
es,en,2,benignidad,benignity,{f}
es,en,2,Benin,,"{prop} [l/en, Benin]"
es,en,2,beninés,Beninese,{adj}
es,en,2,beninés,Beninese,{m}
es,en,2,Benita,female given name,{prop}
es,en,2,Benito,"male given name, equivalent to English Benedict",{prop}
es,en,2,benjamín,baby (lastborn of a family),{m}
es,en,2,Benjamín,Benjamin,{prop} [biblical character]
es,en,2,Benjamín,male given name,{prop}
es,en,2,benjuí,"benzoin (aromatic balsam, a medicinal plant)",{m} [botany]
es,en,2,Benín,Benin (country),{prop}
es,en,2,benzfetamina,benzphetamine,{f} [pharmaceutical drug]
es,en,2,benzoato,benzoate,{m} [organic compound]
es,en,2,benzofurano,benzofuran,{m} [organic compound]
es,en,2,benzoico,benzoic,{adj}
es,en,2,benzonitrilo,benzonitrile,{m} [organic compound]
es,en,2,benzopireno,benzopyrene,{m} [organic compound]
es,en,2,benzoquinona,benzoquinone,{f} [organic compound]
es,en,2,beoda,feminine form of beodo,{f}
es,en,2,beodo,"drunk, drunken",{adj}
es,en,2,beodo,"drunk, drunkard",{m}
es,en,2,berberecho,cockle,{m}
es,en,2,berbiquí,"brace, bitstock",{m}
es,en,2,berenjena,"aubergine, eggplant",{f}
es,en,2,bergantín,brig,{m}
es,en,2,berilio,beryllium,{m}
es,en,2,berilo,beryl,{m}
es,en,2,berkelio,berkelium,{m}
es,en,2,berlina,a sedan,{f}
es,en,2,berlinés,from Berlin,{adj}
es,en,2,berlinés,Berliner,{m}
es,en,2,berlín,"donut (fried pastry, usually in an ellipsoidal shape and filled with cream)",{m} [Chile]
es,en,2,Berlín,Berlin (capital of Germany),{prop}
es,en,2,berma,A berm,{f}
es,en,2,Bermúdez,Spanish surname,{prop}
es,en,2,bermellón,vermillion (color),{m}
es,en,2,bermellón,vermillion (pigment),{m}
es,en,2,bermudeño,Bermudian,{adj}
es,en,2,bermudeño,Bermudian,{m}
es,en,2,Berna,Bern (city),{prop}
es,en,2,Bernabé,Barnabas,{prop} [biblical character]
es,en,2,Bernardo,"male given name, cognate to Bernard",{prop}
es,en,2,berrear,to bellow,{v}
es,en,2,berrinche,"tantrum, skirmish",{m}
es,en,2,berro,cress,{m}
es,en,2,berro,watercress,{m}
es,en,2,berro chino,Chinese cabbage,{m}
es,en,2,Berta,"female given name, cognate to English Bertha",{prop}
es,en,2,berza,cabbage,{f}
es,en,2,besador,kisser,{m}
es,en,2,besar,to kiss,{v}
es,en,2,besito,diminutive form of beso,{m}
es,en,2,beso,kiss,{m}
es,en,2,beso blanco,snowball (sex act in which ejaculated semen is passed between the mouths of two people),{m}
es,en,2,beso francés,French kiss,{m}
es,en,2,beso negro,anilingus,{m}
es,en,2,bestia,animal,{f}
es,en,2,bestia,a person who acts stupidly,{f} [pejorative]
es,en,2,bestia de carga,a beast of burden,{f}
es,en,2,besugo,blackspot sea bream (Pagellus bogaraveo),{m}
es,en,2,besugo,"booby, dummy, yokel, clumsy (awkward or stupid person)",{m}
es,en,2,besuquear,to cover with kisses,{v}
es,en,2,bet,beth; the Hebrew letter ?,{f}
es,en,2,beta,"beta; the Greek letter ?, ?",{f}
es,en,2,betahidroxibutirato,betahydroxybutyrate,{m}
es,en,2,betahidroxibutírico,betahydroxybutyric,{adj}
es,en,2,betaína,"betaine, trimethylglycine",{f} [organic compound]
es,en,2,betarraga,"beet, beetroot",{f} [Chile]
es,en,2,betún,bitumen,{m}
es,en,2,Beto,"A diminutive of male given names ending in -berto, such as Roberto and Alberto",{prop}
es,en,2,betulina,betulin,{f} [organic compound]
es,en,2,beudo,alternative form of beodo,{adj} [obsolete]
es,en,2,bïez,BS,{m}
es,en,2,bezoar,bezoar,{m}
es,en,2,búfalo,buffalo (Old World bovine),{m}
es,en,2,búfalo,"buffalo, the American bison",{m}
es,en,2,bígamo,bigamous,{adj}
es,en,2,bígamo,bigamist,{m}
es,en,2,búho,"informant, a squealer",{m} [colloquial]
es,en,2,búho,"owl, eagle owl",{m}
es,en,2,bi-,bi-,{prefix}
es,en,2,bianual,biennial,{adj}
es,en,2,biaumentado,biaugmented,{adj} [geometry]
es,en,2,biberón,bottle (for a baby),{m}
es,en,2,biblia,bible,{f}
es,en,2,Biblia,Bible,{prop}
es,en,2,bibliófila,feminine form of bibliófilo,{f}
es,en,2,bibliófilo,bibliophile,{m}
es,en,2,bibliómano,bibliomaniac,{adj}
es,en,2,bibliómano,bibliomaniac,{mf}
es,en,2,biblio-,biblio-,{prefix}
es,en,2,bibliofilia,bibliophilia,{f}
es,en,2,bibliografía,bibliography,{f}
es,en,2,bibliográfico,bibliographic; bibliographical,{adj}
es,en,2,biblioteca,bookcase,{f}
es,en,2,biblioteca,library,{f}
es,en,2,bibliotecaria,A female professional librarian,{f}
es,en,2,bibliotecario,A male professional librarian,{m}
es,en,2,bicarbonato,bicarbonate,{m}
es,en,2,bicentenario,"bicentenary, bicentennial",{adj}
es,en,2,bicentenario,two-hundred-year-old,{adj}
es,en,2,bicentenario,"bicentenary, bicentennial",{m}
es,en,2,bicho,bug,{m}
es,en,2,bicho,"kid, boy","{m} [Honduras, El Salvador, pejorative, colloquial]"
es,en,2,bicho,vulva,{m} [Nicaragua] [vulgar]
es,en,2,bicho,penis,{m} [Puerto Rico] [vulgar]
es,en,2,bicho,vermin,{m}
es,en,2,bici,short word for bicycle: bike,{f}
es,en,2,bicicleta,"bicycle, pushbike, cycle",{f}
es,en,2,bicicleta estática,exercise bike,{n}
es,en,2,bicóncavo,biconcave,{adj}
es,en,2,bicoca,bargain,{f}
es,en,2,bicoca,"piece of cake, duck soup (task that is pleasant, easy or simple)",{f}
es,en,2,bicúpula,bicupola,{f} [geometry]
es,en,2,bidé,bidet,{m}
es,en,2,BID,"Banco Interamericano de Desarrollo, Inter-American Development Bank",{abbr}
es,en,2,bidimensional,"bidimensional, two-dimensional",{adj}
es,en,2,bidimensionalidad,bidimensionality,{f}
es,en,2,bidisminuido,bidiminished,{adj} [geometry]
es,en,2,bidón,drum (barrel for liquid),{m}
es,en,2,Bielorrusia,Belarus,{prop}
es,en,2,bielorruso,Belarusian (pertaining to Belarus),{adj}
es,en,2,bielorruso,Belarusian (person),{m}
es,en,2,bielorruso,Belarusian (language),{prop}
es,en,2,bien,properly,{adv}
es,en,2,bien,well,{adv}
es,en,2,bien,willingly,{adv}
es,en,2,bien,good (as opposed to evil),{m}
es,en,2,bien,goodness,{m}
es,en,2,bien,"(plural) goods, property, possessions, assets, wealth, estate",{m}
es,en,2,bien,"welfare, benefit",{m}
es,en,2,bienaventuranza,beatitude (happiness),{f}
es,en,2,bienaventuranza,beatitude,{f} [Christianity]
es,en,2,bien cuidado,"A, usually self-employed, parked automobile attendant intended to prevent vandalism and theft",{m} [Latin America]
es,en,2,bienes,"property, goods",{mp}
es,en,2,bienes raíces,real estate,{mp}
es,en,2,bienes raices,real estate,{f}
es,en,2,bienestar,well-being,{m}
es,en,2,bienhadado,"happy, fortunate",{adj}
es,en,2,bienhechor,"benefactor, welldoer",{m}
es,en,2,bienhechora,feminine form of bienhechor,{f}
es,en,2,bienio,A period of two years; biennium,{m}
es,en,2,bien nacido,"well-born, well-bred",{adj}
es,en,2,bien predica quien bien vive,He who preaches well is he who lives well,{phrase}
es,en,2,bienvenida,welcome,{f}
es,en,2,bienvenida,welcome (when saying this to a female),{interj}
es,en,2,bienvenido,welcome,{adj}
es,en,2,bienvenido,welcome (to a male),{interj}
es,en,2,biesfenocíngulo,disphenocingulum,{m} [geometry]
es,en,2,biesfenoide,disphenoid,{m} [geometry]
es,en,2,biez,BS,{m}
es,en,2,bifaz,biface (tool),{m} [archaeology]
es,en,2,bifenilo,biphenyl,{m} [organic compound]
es,en,2,bifenol,biphenol,{m} [organic compound]
es,en,2,bifosfato,biphosphate,{m}
es,en,2,bifurcarse,"to split, divide, fork, branch off",{v}
es,en,2,Big Mac,Big Mac,{mf}
es,en,2,bigote,"moustache, mustache; moustaches, mustaches",{m}
es,en,2,bigote,"whisker, whiskers",{m}
es,en,2,bigotudo,moustachio'd,{adj}
es,en,2,bigotudo,The bearded tit. A bird,{m}
es,en,2,biógrafa,feminine form of biógrafo,{f}
es,en,2,biógrafo,biographer,{m}
es,en,2,bija,annatto,"{f} [Dominican Republic, Cuba]"
es,en,2,bikini,,"{m} [l/en, bikini]"
es,en,2,bilateral,bilateral,{adj}
es,en,2,bilbaíno,Bilbaoan,{adj}
es,en,2,bilbaíno,Bilbaoan,{m}
es,en,2,Bilbao,Bilbao,{prop}
es,en,2,bilbilitano,of or from Calatayud,{adj}
es,en,2,bilbilitano,A person from Calatayud,{m}
es,en,2,biliar,biliary,{adj}
es,en,2,-bilidad,Form of -dad used generally for adjectives ending in -ble; Comparable generally to English suffix -ity,{suffix}
es,en,2,bilingüe,bilingual,{adj}
es,en,2,bilingüismo,bilingualism,{m}
es,en,2,bilioso,bilious,{adj}
es,en,2,bilirrubina,bilirubin,{f} [organic compound]
es,en,2,bilis,bile,{f}
es,en,2,billar,An establishment accommodating billiard tables; a billiard room,{m}
es,en,2,billar,billiards,{m}
es,en,2,billar,pool (game),{m}
es,en,2,billete,"banknote, bill (paper currency)",{m}
es,en,2,billete,ticket,{m}
es,en,2,billetera,wallet,{f}
es,en,2,billetito,diminutive form of billete,{m}
es,en,2,billón,"1012; a trillion (short system); a billion (obsolete, long system).",{numm}
es,en,2,bilocación,bilocation,{f}
es,en,2,bióloga,(female) biologist,{f}
es,en,2,biólogo,biologist,{m}
es,en,2,bilunabirrotonda,bilunabirotunda,{f} [geometry]
es,en,2,bimotor,twin-engine,{adj}
es,en,2,binacional,binational,{adj}
es,en,2,bingo,(game),"{m} [l/en, bingo]"
es,en,2,biónico,bionic,{adj}
es,en,2,binocular,,"{adj} [l/en, binocular]"
es,en,2,binomial,binomial,{adj}
es,en,2,binomio,binomial,{m} [mathematics]
es,en,2,binuclear,binuclear,{adj}
es,en,2,bio-,bio-,{prefix}
es,en,2,biocombustible,"biofuel, ecofuel",{m}
es,en,2,biodegradable,,"{adj} [l/en, biodegradable]"
es,en,2,biodinamica,biodynamics,{f}
es,en,2,biogenético,biogenetic,{adj}
es,en,2,biogénesis,biogenesis,{f}
es,en,2,biografía,biography,{f}
es,en,2,biográfico,biographic,{adj}
es,en,2,biológicamente,biologically,{adv}
es,en,2,biológico,biologic,{adj}
es,en,2,biología,biology,{f}
es,en,2,biomasa,biomass,{f}
es,en,2,biombo,folding screen,{m}
es,en,2,biometría,biometrics,{f}
es,en,2,biomolécula,biomolecule,{f}
es,en,2,biopsia,biopsy,{f} [medicine]
es,en,2,bioquímica,biochemistry,{f}
es,en,2,bioquímico,biochemical,{adj}
es,en,2,biorremediación,bioremediation,{f}
es,en,2,biosfera,biosphere,{f}
es,en,2,biosintético,biosynthetic,{adj}
es,en,2,biosíntesis,biosynthesis,{f}
es,en,2,biotecnológica,biotechnology,{f}
es,en,2,biotina,biotin,{f} [vitamin]
es,en,2,biotita,biotite,{f} [mineral]
es,en,2,bipartito,Divided into two; having two parts,{adj}
es,en,2,bipedal,bipedal,{adj}
es,en,2,bipersonal, ; involving exactly two people,"{adj} [l/en, bipersonal]"
es,en,2,bipirámide,dipyramid,{f} [geometry]
es,en,2,bipolar,bipolar,{adj}
es,en,2,biquini,bikini,{m}
es,en,2,birlar,"to swipe, pinch or steal",{v}
es,en,2,Birmania,Burma (Southeast Asian country),{prop}
es,en,2,birmano,Burmese (pertaining to Burma),{adj}
es,en,2,birmano,Burmese (person),{m}
es,en,2,birmano,Burmese (language),{prop}
es,en,2,birrectangular,birectangular; containing two right angles,{adj}
es,en,2,birrefringencia,birefringence,{f}
es,en,2,birrete,biretta,{m}
es,en,2,birrotonda,birotunda,{f} [geometry]
es,en,2,bis-,great-,{prefix}
es,en,2,bis-,,"{prefix} [l/en, bis-]"
es,en,2,bisabuelo,great-grandparent; great-grandfather (great-grandmother for the feminine form),{m}
es,en,2,bisagra,hinge,{f}
es,en,2,bisbisar,to mutter,{v}
es,en,2,béisbol,baseball (ballgame),{m}
es,en,2,biscocho,alternative spelling of bizcocho,{m}
es,en,2,bisecar,to bisect,{vt}
es,en,2,bisectriz,bisection,{f} [geometry]
es,en,2,biselar,to bevel,{v}
es,en,2,bisexual,bisexual,{adj}
es,en,2,bisexual,bisexual,{mf}
es,en,2,bisexualidad,bisexuality,{f}
es,en,2,bisiesto,leap year,{m}
es,en,2,bislama,Bislama (language),{m}
es,en,2,bismuto,bismuth,{m}
es,en,2,bisnieta,feminine form of bisnieto,{f}
es,en,2,bisnieto,great-grandchild; great-grandson (great-granddaughter for the feminine form),{m}
es,en,2,bisoñé,toupee,{m}
es,en,2,bisonte,bison,{m}
es,en,2,bisonte americano,American bison,{n}
es,en,2,bisonte europeo,wisent,{n}
es,en,2,bisté,steak (food),{m}
es,en,2,bistec,"steak, beefsteak",{m}
es,en,2,bisturí,"scalpel, bistoury",{m}
es,en,2,bisulfato,bisulfate,{m} [chemistry]
es,en,2,bisulfuro,"bisulphide, bisulfide",{m} [chemistry]
es,en,2,bisutería,"Fake jewellery, or costume jewellery",{f}
es,en,2,bit,bit (binary digit),{m}
es,en,2,bitácora,a captain's log or journal on a ship,{f}
es,en,2,bitácora,the closet where aforementioned journal is kept; binnacle,{f}
es,en,2,bitácora,"weblog, blog",{f}
es,en,2,biótico,biotic,{adj}
es,en,2,Bitinia,Bithynia,{prop}
es,en,2,bituminoso,bituminous,{adj}
es,en,2,biuora,obsolete spelling of víbora,{f}
es,en,2,bividí,"sleaveless undershirt, singlet","{m} [Ecuador, Peru, slang]"
es,en,2,biyección,bijection,{f} [mathematics]
es,en,2,bizarro,"bizarre, strange, weird",{adj} [Argentina]
es,en,2,bizarro,"dashing, brave, spirited, gallant",{adj}
es,en,2,bizarro,"generous, magnanimous, noble",{adj}
es,en,2,bizco,crosseyed,{adj}
es,en,2,bizcocho,bisque (fired unglazed pottery),{m}
es,en,2,bizcocho,sponge cake,{m}
es,en,2,biznaga,"khella, toothpickweed (Ammi visnaga)",{f}
es,en,2,biznaga,"A generic name for several species of small, prickly cacti, especially barrel cacti",{f} [Mexico]
es,en,2,bla,blah (idle talk),{m}
es,en,2,blada,sycamore,{f}
es,en,2,Blanca,female given name,{prop}
